chrom	txStart	txEnd	strand	#name	name2	exonCount
chr4	124762390	124787133	+	NM_027310	Meaf6	6
chr4	124795657	124805125	-	NM_153159	Zc3h12a	6
chr4	125168074	125391417	+	NM_001081097	Grik3	16
chr4	125565094	125599554	-	NR_015560	2610028E06Rik	6
chr4	125701902	125722219	+	NM_001252651	Csf3r	15
chr4	125724171	125732780	+	NM_025544	Mrps15	8
chr4	125735808	125766578	+	NM_172701	Oscp1	10
chr4	125773896	125775828	+	NM_138721	Lsm10	2
chr4	125781200	125818273	+	NM_001145827	Stk40	13
chr4	125825246	125827118	+	NM_172145	Fam176b	3
chr4	125827845	125839909	-	NM_025856	1700029G01Rik	12
chr4	125841326	125879954	-	NM_146153	Thrap3	11
chr4	125909411	125933563	-	NM_001145970	Mtap7d1	17
chr4	125939648	125953127	+	NM_013718	Trappc3	5
chr4	125964037	125991574	+	NM_199473	Col8a2	4
chr4	125993594	125998947	-	NM_133883	Adprhl2	6
chr4	125999364	126002443	-	NM_011902	Tekt2	10
chr4	126017921	126106786	-	NM_153402	Eif2c3	19
chr4	126112256	126145665	-	NM_153403	Eif2c1	19
chr4	126166786	126210702	-	NM_153177	Eif2c4	18
chr4	126234223	126271147	+	NM_175554	Clspn	26
chr4	126287097	126291615	+	NM_001145950	5730409E04Rik	2
chr4	126354886	126386959	+	NM_011970	Psmb2	6
chr4	126393246	126413513	-	NM_198960	Tfap2e	7
chr4	126420993	126430673	-	NM_011986	Ncdn	7
chr4	126431013	126531580	+	NM_133886	AU040320	21
chr4	126539064	126645167	-	NM_001114399	Zmym4	30
chr4	126698544	126708480	+	NM_023603	Sfpq	10
chr4	126724337	126738376	-	NM_026670	Zmym1	8
chr4	126754626	126801538	+	NM_177462	Zmym6	15
chr4	126803289	126806888	+	NM_001099319	Gm12942	3
chr4	126846514	126914266	+	NM_198618	Dlgap3	12
chr4	126921027	126925053	+	NM_030252	BC003266	2
chr4	126988664	126991222	-	NM_008120	Gja4	2
chr4	127002478	127006369	-	NM_008126	Gjb3	2
chr4	127028329	127031325	-	NM_008127	Gjb4	2
chr4	127032052	127035408	-	NM_010291	Gjb5	2
chr4	127604835	127648085	-	NM_001134733	CK137956	7
chr4	127810766	127844211	-	NM_029137	4930465A12Rik	5
chr4	127937455	127938139	-	NM_027036	Hmgb4	1
chr4	128260782	128287342	-	NM_177758	Zscan20	8
chr4	128292689	128295863	-	NM_205823	Tlr12	1
chr4	128365981	128430125	+	NM_018774	Phc2	15
chr4	128436501	128446542	+	NM_001009819	A3galt2	5
chr4	128450328	128483356	-	NM_001081098	Zfp362	9
chr4	128561383	128588570	+	NM_178110	Trim62	5
chr4	128609389	128639661	-	NM_172875	Adc	11
chr4	128670557	128688773	+	NM_016895	Ak2	7
chr4	128735514	128761770	+	NM_029219	Rnf19b	9
chr4	128782773	128788870	+	NM_025452	Tmem54	6
chr4	128788818	128798535	-	NM_010471	Hpca	4
chr4	128814303	128821837	+	NM_027402	Fndc5	6
chr4	128828068	128866726	-	NM_029036	S100pbp	7
chr4	128867038	128896851	+	NM_134151	Yars	13
chr4	128896821	128925687	-	NM_001033189	C77080	7
chr4	128964864	128985803	+	NM_023485	Sync	5
chr4	128984343	129012614	-	NM_009030	Rbbp4	12
chr4	129013269	129024273	+	NM_025970	Zbtb8os	7
chr4	129030875	129055272	-	NM_028603	Zbtb8a	5
chr4	129103008	129118062	-	NM_153541	Zbtb8b	4
chr4	129138922	129165676	+	NM_133889	Bsdc1	11
chr4	129166251	129168014	-	NM_080442	Tssk3	2
chr4	129168433	129169200	+	NM_001085491	1700125D06Rik	3
chr4	129190824	129193225	+	NM_010807	Marcksl1	2
chr4	129193347	129219890	-	NM_008228	Hdac1	14
chr4	129225587	129250885	-	NM_001162433	Lck	13
chr4	129254058	129255824	-	NM_182783	Fam167b	2
chr4	129269217	129277892	-	NM_018799	Eif3i	11
chr4	129277950	129285123	+	NM_029748	2510006D16Rik	5
chr4	129285574	129291501	-	NM_001195730	Dcdc2b	7
chr4	129292860	129296337	-	NM_198026	Iqcc	5
chr4	129296517	129301152	-	NM_025455	Ccdc28b	6
chr4	129303320	129318309	-	NM_001199695	Txlna	11
chr4	129321222	129350011	-	NM_008468	Kpna6	14
chr4	129353598	129374082	-	NM_199305	Tmem39b	9
chr4	129391060	129419547	-	NM_011317	Khdrbs1	9
chr4	129497722	129527247	+	NM_008974	Ptp4a2	6
chr4	129583469	129586240	+	NR_045190	E330017L17Rik	3
chr4	129637617	129642382	+	NR_040647	1700003M07Rik	4
chr4	129662321	129699877	+	NM_001199696	Bai2	29
chr4	129725083	129776521	+	NM_028266	Col16a1	70
chr4	129784799	129805378	+	NM_026441	Pef1	5
chr4	129807460	129816406	-	NM_198959	Hcrtr1	9
chr4	129842843	129852046	-	NM_001168333	Tinagl1	12
chr4	129886352	129899539	-	NM_001034872	Gm853	10
chr4	129930740	129952830	-	NM_172702	Serinc2	10
chr4	129986021	129992707	+	NM_010174	Fabp3	4
chr4	129993328	130037190	-	NM_153160	Zcchc17	8
chr4	130037378	130067278	+	NM_025645	Snrnp40	10
chr4	130125704	130169623	+	NM_025998	Nkain1	7
chr4	130219273	130337479	+	NM_030722	Pum1	22
chr4	130305552	130305617	+	NR_028565	Snord85	1
chr4	130348451	130382233	+	NM_011520	Sdc3	5
chr4	130469248	130492063	+	NM_010686	Laptm5	8
chr4	130500299	130511391	+	NM_010769	Matn1	8
chr4	131324371	131394193	-	NM_011214	Ptpru	30
chr4	131399385	131423702	+	NM_025297	Mecr	10
chr4	131429553	131457640	+	NM_020587	Srsf4	6
chr4	131477685	131479055	+	NM_001201367	Tmem200b	1
chr4	131479340	131631228	-	NM_001128607	Epb4.1	18
chr4	131666640	131700401	-	NM_013622	Oprd1	3
chr4	131740830	131768171	-	NM_145393	Ythdf2	5
chr4	131775807	131776504	-	NR_036572	Rps15a-ps4	1
chr4	131776939	131817464	-	NM_001122992	Gmeb1	11
chr4	131825993	131826101	-	NR_002865	Rnu11	1
chr4	131830289	131849244	+	NM_025579	Taf12	6
chr4	131858108	131859271	-	NM_001081651	Rab42-ps	2
chr4	131864592	131866939	+	NR_029468	Snhg12	5
chr4	131865379	131865515	+	NR_029412	Snora16a	1
chr4	131865867	131865984	+	NR_034050	Snora44	1
chr4	131866221	131866283	+	NR_034046	Snora61	1
chr4	131866617	131866673	+	NR_028537	Snord99	1
chr4	131867677	131885453	-	NM_027925	Trnau1ap	9
chr4	131887833	131901665	-	NM_133878	Rcc1	10
chr4	131907847	131909601	-	NR_003270	Snhg3	3
chr4	131911838	131978361	-	NM_001161797	Phactr4	13
chr4	132014643	132019836	-	NM_026039	Med18	3
chr4	132048721	132066371	-	NM_144907	Sesn2	10
chr4	132086469	132089574	-	NM_007512	Atpif1	3
chr4	132091473	132109657	+	NM_172400	Dnajc8	9
chr4	132119981	132136781	+	NM_001081211	Ptafr	2
chr4	132194960	132280678	+	NM_210071	Eya3	17
chr4	132280818	132288461	-	NM_201368	Xkr8	3
chr4	132288880	132313086	-	NM_133888	Smpdl3b	8
chr4	132324274	132334661	+	NM_011284	Rpa2	9
chr4	132338271	132352279	-	NM_001033308	BC013712	6
chr4	132382839	132399084	-	NM_146154	Ppp1r8	7
chr4	132409978	132440373	-	NM_133887	Stx12	9
chr4	132455127	132478466	-	NM_145553	Fam76a	9
chr4	132530009	132557797	+	NM_010208	Fgr	13
chr4	132567420	132634025	+	NM_146155	Ahdc1	7
chr4	132686547	132754245	+	NM_153423	Wasf2	9
chr4	132765254	132768451	-	NM_008154	Gpr3	2
chr4	132776723	132780469	+	NM_027152	Cd164l2	6
chr4	132796732	132808843	+	NM_016693	Map3k6	29
chr4	132809004	132819002	-	NM_031393	Sytl1	15
chr4	132821959	132833705	-	NM_025667	Tmem222	6
chr4	132848380	132895230	-	NM_199306	Wdtc1	16
chr4	132925686	132979613	+	NM_016981	Slc9a1	12
chr4	132925690	132925779	+	NR_039582	Mir5122	1
chr4	133036047	133043855	+	NM_175307	Fam46b	2
chr4	133047014	133054465	-	NM_001081156	Trnp1	2
chr4	133074877	133086705	+	NM_001083916	1810019J16Rik	4
chr4	133088456	133101942	-	NM_010948	Nudc	8
chr4	133109304	133112451	+	NM_011850	Nr0b2	2
chr4	133130659	133140157	+	NM_172876	Gpatch3	7
chr4	133140287	133147650	+	NM_133884	Gpn2	5
chr4	133156470	133158083	-	NM_018754	Sfn	1
chr4	133162906	133189344	-	NM_001017968	Zdhhc18	8
chr4	133217339	133228562	-	NM_001145956	Pigv	3
chr4	133234922	133309526	-	NM_001080819	Arid1a	20
chr4	133403205	133443714	-	NM_009097	Rps6ka1	22
chr4	133520653	133523906	-	NM_016957	Hmgn2	6
chr4	133524971	133556779	-	NM_026144	Dhdds	9
chr4	133559244	133574731	-	NM_145833	Lin28a	4
chr4	133624366	133648419	+	NM_001162970	Aim1l	20
chr4	133649452	133650988	-	NM_013706	Cd52	2
chr4	133658497	133682695	+	NM_026257	Ubxn11	15
chr4	133683320	133684668	-	NM_080559	Sh3bgrl3	3
chr4	133685772	133743000	-	NM_144527	Ccdc21	14
chr4	133746718	133758919	-	NM_001080712	Gm7534	8
chr4	133767882	133783298	-	NM_001130030	Catsper4	9
chr4	133783956	133794314	-	NM_001081047	Cnksr1	21
chr4	133799220	133801506	-	NM_024215	Zfp593	3
chr4	133799677	133801788	+	NR_040436	E130218I03Rik	5
chr4	133807024	133810021	-	NM_001099296	Grrp1	2
chr4	133830920	133843168	-	NM_001163794	Pdik1l	3
chr4	133871034	133885544	+	NM_001039048	Trim63	9
chr4	133898960	133910399	+	NM_001039677	Slc30a2	8
chr4	133912287	133928462	-	NM_019578	Extl1	11
chr4	133952274	133983327	+	NM_133880	Pafah2	11
chr4	134004679	134006086	-	NR_045800	1700021N21Rik	3
chr4	134024234	134029758	+	NM_019641	Stmn1	5
chr4	134052892	134064725	+	NM_027995	Paqr7	2
chr4	134066913	134079837	+	NM_001081099	2610002D18Rik	3
chr4	134081469	134091183	-	NM_001256112	Fam54b	7
chr4	134093806	134108081	-	NM_029100	Sepn1	12
chr4	134117604	134260205	-	NM_207237	Man1c1	12
chr4	134301326	134323919	-	NM_145554	Ldlrap1	9
chr4	134358675	134409260	-	NM_025382	Tmem57	11
chr4	134420450	134452087	+	NM_011270	Rhd	10
chr4	134453763	134470831	-	NM_027935	Tmem50a	7
chr4	134479539	134483285	+	NM_023665	D4Wsu53e	5
chr4	134486894	134493452	+	NM_026780	Syf2	7
chr4	134676559	134733905	+	NM_019732	Runx3	6
chr4	134769884	134828675	-	NM_013885	Clic4	6
chr4	134876398	134909129	-	NM_001130477	Srrm1	18
chr4	134925491	134941587	-	NM_001168498	A330049M08Rik	5
chr4	134968223	134989720	-	NM_022980	Rcan3	5
chr4	134972469	134972548	-	NR_030481	Mir700	1
chr4	135004815	135050419	-	NM_028995	Nipal3	12
chr4	135051901	135093718	+	NM_030189	4930555I21Rik	9
chr4	135097802	135129535	-	NM_001013756	Grhl3	16
chr4	135182569	135186113	+	NR_015613	1700029M20Rik	3
chr4	135242371	135264095	+	NM_174851	Il28ra	7
chr4	135284073	135311298	+	NM_178257	Il22ra1	7
chr4	135315629	135371479	+	NM_001085509	Myom3	37
chr4	135412006	135425814	+	NM_010178	Srsf10	6
chr4	135426840	135429761	-	NM_026383	Pnrc2	3
chr4	135451318	135476125	+	NM_009924	Cnr2	2
chr4	135476640	135496215	+	NM_024243	Fuca1	8
chr4	135502367	135518532	+	NM_008254	Hmgcl	9
chr4	135521079	135524093	+	NM_178389	Gale	10
chr4	135524139	135528509	-	NM_011942	Lypla2	10
chr4	135531516	135543159	-	NM_025411	1110049F12Rik	6
chr4	135559284	135577564	-	NM_013736	Tceb3	11
chr4	135605862	135609286	-	NM_025919	Rpl11	6
chr4	135699736	135701307	+	NM_008321	Id3	3
chr4	135728308	135751971	+	NM_177733	E2f2	7
chr4	135762279	135802488	+	NM_001008232	Asap3	25
chr4	135803871	135830814	+	NM_011542	Tcea3	11
chr4	135841983	135849857	+	NM_009557	Zfp46	3
chr4	135866890	135896593	+	NM_028871	Hnrnpr	11
chr4	135979438	136000317	+	NM_008309	Htr1d	2
chr4	136025675	136105233	+	NM_024452	Luzp1	5
chr4	136106447	136158638	-	NM_133872	Kdm1a	19
chr4	136166351	136169128	+	NM_026300	4930549C01Rik	2
chr4	136178535	136194025	+	NM_001243262	Lactbl1	8
chr4	136209524	136391850	-	NM_010142	Ephb2	16
chr4	136436060	136442092	-	NM_009777	C1qb	3
chr4	136445716	136448829	-	NM_007574	C1qc	3
chr4	136451830	136454759	-	NM_007572	C1qa	3
chr4	136485333	136512731	-	NM_007939	Epha8	17
chr4	136535646	136604610	-	NM_198248	Zbtb40	19
chr4	136714996	136720981	-	NR_040443	Gm13003	4
chr4	136833549	136855416	+	NM_009523	Wnt4	5
chr4	136875610	136913674	-	NM_009861	Cdc42	6
chr4	136957468	136965706	-	NM_001126318	Gm13011	8
chr4	136976922	136986435	-	NM_026419	Cela3b	8
chr4	137009210	137011376	+	NM_027063	1700013G24Rik	2
chr4	137024717	137126545	+	NM_008305	Hspg2	97
chr4	137126790	137131095	-	NM_001033979	Ldlrad2	4
chr4	137150103	137214452	+	NM_130879	Usp48	28
chr4	137220640	137285776	+	NM_029563	Rap1gap	24
chr4	137297646	137352292	-	NM_007431	Alpl	12
chr4	137418151	137521144	+	NM_199307	Ece1	20
chr4	137549370	137762994	+	NM_001256195	Eif4g3	35
chr4	137772541	137799085	+	NM_001122896	Hp1bp3	12
chr4	137806325	137816883	+	NM_001099631	Sh2d5	10
chr4	137818165	137857888	+	NM_001190978	Kif17	12
chr4	137860652	137868526	+	NM_007838	Ddost	11
chr4	137869324	137882211	-	NM_026880	Pink1	8
chr4	137894442	137923870	-	NM_028176	Cda	4
chr4	137950006	137952373	-	NM_001081672	Fam43b	1
chr4	137990586	137998180	+	NM_026689	Mul1	4
chr4	138011062	138016041	+	NM_025451	Camk2n1	2
chr4	138124883	138179907	-	NM_029401	Vwa5b1	22
chr4	138274440	138281166	-	NM_178671	Ubxn10	2
chr4	138281239	138300490	+	NM_008868	Pla2g2c	6
chr4	138306447	138313513	-	NM_012045	Pla2g2f	5
chr4	138331649	138338058	+	NM_011109	Pla2g2d	4
chr4	138355161	138419384	-	NM_001122954	Pla2g5	6
chr4	138387790	138391104	+	NM_001082531	Pla2g2a	6
chr4	138433856	138438729	+	NM_012044	Pla2g2e	5
chr4	138451293	138469862	-	NM_028453	Otud3	8
chr4	138523026	138524281	+	NM_025786	Rnf186	1
chr4	138528819	138615086	+	NM_029857	Tmco4	17
chr4	138617323	138630704	-	NM_021358	Htr6	3
chr4	138638206	138648885	-	NM_008675	Nbl1	4
chr4	138657728	138687028	-	NM_001163006	Minos1	4
chr4	138731321	138736570	-	NR_033543	Gm16287	3
chr4	138748845	138847727	+	NM_009798	Capzb	9
chr4	138853919	138866615	-	NM_145384	Pqlc2	9
chr4	138866658	138874701	+	NM_025337	Akr7a5	7
chr4	138903359	138908213	-	NM_023536	Mrto4	8
chr4	138908507	138934645	+	NM_146157	C230096C10Rik	24
chr4	138936573	139045447	+	NM_001160319	Ubr4	106
chr4	139086462	139176297	+	NM_183148	Iffo2	12
chr4	139178808	139205606	+	NM_175438	Aldh4a1	15
chr4	139209452	139226194	+	NM_031873	Tas1r2	6
chr4	139293995	139388883	-	NM_011039	Pax7	9
chr4	139482025	139499434	-	NR_045159	4933427I22Rik	3
chr4	139518087	139523941	-	NM_173427	Klhdc7a	1
chr4	139582766	139802726	-	NM_198610	Igsf21	10
chr4	140070399	140221820	-	NM_001112722	Arhgef10l	28
chr4	140257387	140279135	+	NM_173867	Rcc2	13
chr4	140283269	140298558	-	NM_153106	Padi6	16
chr4	140301422	140330118	-	NM_011061	Padi4	16
chr4	140341283	140366563	-	NM_011060	Padi3	16
chr4	140366907	140373426	+	NR_045944	Gm13032	3
chr4	140368895	140401693	-	NM_011059	Padi1	16
chr4	140428607	140433972	+	NR_040654	4930515B02Rik	3
chr4	140462274	140508501	+	NM_008812	Padi2	16
chr4	140503580	140513817	-	NR_045911	Gm13031	4
chr4	140517185	140535107	+	NM_023374	Sdhb	8
chr4	140542787	140563616	+	NM_029097	Atp13a2	29
chr4	140566338	140571899	+	NM_001161799	Mfap2	9
chr4	140572551	140616460	-	NM_001145958	Crocc	36
chr4	140622426	140634260	-	NM_025383	Necap2	8
chr4	140644259	140668674	+	NM_177867	Spata21	15
chr4	140668929	140695711	-	NM_174996	D4Ertd22e	3
chr4	140703836	140759977	+	NM_172518	Fbxo42	10
chr4	140769870	140776029	+	NM_001081174	6330545A04Rik	6
chr4	140798798	140813477	+	NM_172520	Arhgef19	17
chr4	140857135	140885299	+	NM_010139	Epha2	17
chr4	140924134	140940090	+	NM_001085513	Fam131c	7
chr4	140940525	140954621	-	NM_024412	Clcnka	20
chr4	140960271	140971903	-	NM_019701	Clcnkb	20
chr4	140976693	140981225	+	NM_013868	Hspb7	3
chr4	140988586	140992020	-	NM_001033374	Gm694	2
chr4	141000587	141023852	+	NM_009541	Zbtb17	16
chr4	141023804	141094512	-	NM_019763	Spen	16
chr4	141102076	141104228	+	NR_030695	B330016D10Rik	1
chr4	141131976	141161967	-	NM_133754	Fblim1	9
chr4	141170147	141174548	-	NM_145987	Tmem82	6
chr4	141170284	141171519	+	NR_033566	AI507597	3
chr4	141174739	141179749	-	NM_001013780	Slc25a34	5
chr4	141181648	141220030	-	NM_001033150	Plekhm2	20
chr4	141239477	141279334	-	NM_001017966	Ddi2	10
chr4	141239477	141241631	-	NM_023544	Rsc1a1	1
chr4	141302589	141315178	+	NM_001081408	Agmat	7
chr4	141317912	141346559	-	NM_172338	Dnajc16	15
chr4	141349526	141371890	+	NM_015733	Casp9	9
chr4	141370877	141381918	-	NM_007919	Cela2a	8
chr4	141394154	141402274	-	NM_001033875	Ctrc	8
chr4	141400235	141402905	+	NR_040641	1810035I16Rik	3
chr4	141414056	141430835	-	NM_025994	Efhd2	4
chr4	141446765	141567552	-	NM_177868	Fhad1	32
chr4	141538906	141542712	+	NR_040672	LOC545691	4
chr4	141586907	141640219	-	NM_145402	Tmem51	3
chr4	141640212	141644016	+	NR_027137	Gm10565	5
chr4	141658304	141766123	-	NM_144531	Kazn	14
chr4	142717371	142802612	-	NM_001256380	Prdm2	8
chr4	142857324	142889410	-	NM_010329	Pdpn	6
chr4	142939652	142960931	+	NM_001162983	Lrrc38	2
chr4	142984343	142989722	+	NM_031377	Pramel1	4
chr4	143002328	143010990	+	NM_172877	Pramef8	5
chr4	143027066	143040205	-	NM_173773	Oog4	5
chr4	143101245	143107734	+	NM_001039595	Gm13043	4
chr4	143125856	143132374	+	NM_001113735	Gm13057	4
chr4	143125856	143132374	+	NM_001113736	Gm13040	4
chr4	143157369	143163701	+	NM_001007579	BC080695	4
chr4	143204905	143208498	+	NM_001126324	Gm13083	3
chr4	143243662	143247149	-	NM_001126325	Gm13088	4
chr4	143309357	143319061	+	NM_001085412	Gm13078	4
chr4	143379236	143385488	+	NM_001007077	Gm13023	4
chr4	143399893	143405996	-	NM_001005371	Gm13084	4
chr4	143436399	143443540	+	NM_177571	Gm13103	4
chr4	143484139	143490283	-	NM_001085414	Pramef6	6
chr4	143538484	143540919	-	NM_001126315	Gm13109	3
chr4	143581021	143584272	-	NM_001085540	Pramef17	3
chr4	143649028	143659221	+	NM_001001319	Pramel4	4
chr4	143689782	143700004	+	NM_001085419	Gm13102	4
chr4	143747458	143752554	-	NM_201258	Oog3	4
chr4	143780619	143786837	+	NM_198661	Oog2	5
chr4	143796664	143802920	-	NM_001177542	C87977	4
chr4	143860535	143870369	-	NM_001085418	Pramel5	4
chr4	143920151	143923368	+	NM_001085541	Gm13128	3
chr4	143947866	143954322	+	NM_001034101	Gm13119	4
chr4	143962662	143967836	-	NM_001115077	Gm13125	3
chr4	143981576	143998367	-	NM_029948	Pramef12	4
chr4	144008093	144028675	-	NM_027056	1700012P22Rik	4
chr4	144043673	144053659	-	NM_001085503	Aadacl3	4
chr4	144109724	144119256	+	NM_198662	9430007A20Rik	4
chr4	144144902	144155037	-	NM_001085542	Gm13124	4
chr4	144203609	144213301	+	NM_001081248	Gm13177	4
chr4	144259839	144276271	-	NM_001085504	Gm436	4
chr4	144293093	144311307	-	NM_001085536	Gm13178	4
chr4	144367106	144376486	-	NM_001126316	Gm438	4
chr4	144482729	144517548	+	NM_001172424	Dhrs3	7
chr4	144565039	144780495	-	NM_001128198	Vps13d	68
chr4	144802270	144836773	-	NM_011610	Tnfrsf1b	10
chr4	144858878	144905050	-	NM_009401	Tnfrsf8	13
chr4	145054112	145057864	+	NR_002888	Smarca5-ps	1
chr4	145207048	145214297	+	NM_001205101	Gm13212	4
chr4	145260599	145294340	+	NM_001103158	Gm13242	5
chr4	145427121	145427895	+	NR_033612	Gm13238	1
chr4	145651165	145679000	+	NR_045468	1700095A21Rik	3
chr4	145658643	145696039	-	NM_001243138	Gm13247	5
chr4	145728598	145749009	-	NM_001085522	Gm13251	4
chr4	145850602	145889553	+	NM_001177767	Rex2	5
chr4	146034924	146036119	+	NR_030771	Gm13034	1
chr4	146064712	146094024	+	NM_001037926	Gm13051	4
chr4	146124224	146166150	+	NM_001177546	Zfp600	5
chr4	146437474	146442545	-	NR_045446	4933438K21Rik	3
chr4	146506201	146554688	+	NM_001083918	Gm13139	7
chr4	146514185	146556724	+	NR_040355	1700029I01Rik	5
chr4	146549974	146887529	+	NM_001039209	Gm13152	3
chr4	146927385	146959310	+	NM_001014397	Gm13154	6
chr4	146986044	147016617	-	NM_145078	2610305D13Rik	5
chr4	147047611	147076662	-	NM_001127188	Zfp534	4
chr4	147128082	147183897	-	NM_001127189	Gm13157	6
chr4	147195885	147196311	-	NR_033639	Rps19-ps3	1
chr4	147197094	147222484	-	NM_198619	Zfp933	4
chr4	147234886	147242828	-	NM_001025365	Miip	10
chr4	147243087	147244467	+	NM_010244	Fv1	1
chr4	147247703	147278928	-	NM_133201	Mfn2	19
chr4	147283861	147310885	-	NM_011122	Plod1	19
chr4	147315003	147321423	+	NM_029841	2510039O18Rik	3
chr4	147359897	147361314	+	NM_008726	Nppb	3
chr4	147374854	147376176	+	NM_008725	Nppa	3
chr4	147380592	147412876	-	NM_011929	Clcn6	23
chr4	147415297	147433671	+	NM_001161798	Mthfr	12
chr4	147451169	147462173	-	NM_009642	Agtrap	5
chr4	147472545	147504807	-	NM_027426	2610109H07Rik	7
chr4	147514598	147519805	+	NM_027985	Mad2l2	8
chr4	147519824	147526034	-	NM_001163705	Fbxo6	6
chr4	147526908	147534173	-	NM_173401	Fbxo44	6
chr4	147534776	147540526	+	NM_176848	Fbxo2	6
chr4	147610965	147662074	-	NM_001083342	Ptchd2	21
chr4	147808605	147818860	-	NM_027873	Ubiad1	2
chr4	147822690	147931794	+	NM_020009	Mtor	58
chr4	147869388	147874571	-	NM_001039554	Angptl7	5
chr4	147932535	147956509	+	NM_016699	Exosc10	25
chr4	147965621	147968728	+	NM_009272	Srm	7
chr4	147976652	147989589	+	NM_001003893	Masp2	11
chr4	147986490	148001105	-	NR_027864	Tardbp	8
chr4	148017425	148045681	+	NM_001085505	Gm572	11
chr4	148178500	148329001	+	NM_001159344	Casz1	21
chr4	148334643	148473921	-	NM_019781	Pex14	9
chr4	148478261	148492237	+	NM_010044	Dffa	5
chr4	148499299	148500850	-	NM_007745	Cort	2
chr4	148502457	148511709	-	NM_027263	Apitd1	5
chr4	148524093	148540816	-	NM_001081274	Pgd	13
chr4	148550429	148681807	-	NM_207682	Kif1b	47
chr4	148702524	148800740	-	NM_022022	Ube4b	27
chr4	148823810	148829077	-	NM_022020	Rbp7	4
chr4	148842895	148859251	-	NM_133435	Nmnat1	5
chr4	148859441	148870776	+	NM_026963	Lzic	7
chr4	148892349	148940546	+	NM_023465	Ctnnbip1	5
chr4	148960746	149022008	+	NM_023051	Clstn1	19
chr4	149023276	149072817	-	NM_008840	Pik3cd	25
chr4	149098972	149112145	-	NM_177672	Tmem201	6
chr4	149118144	149148376	-	NM_027460	Slc25a33	7
chr4	149270392	149329115	-	NM_029035	Spsb1	3
chr4	149353589	149383132	-	NM_173371	H6pd	5
chr4	149442562	149442664	+	NR_029751	Mir34a	1
chr4	149461611	149480036	+	NM_177366	Gpr157	4
chr4	149493452	149518277	+	NM_019741	Slc2a5	14
chr4	149523080	149542591	+	NM_001085529	Slc2a7	12
chr4	149561124	149575244	-	NM_009802	Car6	8
chr4	149611305	149622982	+	NM_023119	Eno1	12
chr4	149611432	149622982	+	NM_001025388	Gm5506	12
chr4	149656024	149996075	+	NM_001085492	Rere	23
chr4	150003504	150026283	-	NM_173774	Slc45a1	9
chr4	150202333	150229058	-	NR_040649	1700045H11Rik	4
chr4	150229199	150242989	+	NM_133753	Errfi1	4
chr4	150271241	150284030	-	NM_020569	Park7	7
chr4	150294263	150320211	+	NM_011612	Tnfrsf9	8
chr4	150371205	150375919	+	NM_011910	Uts2	4
chr4	150377763	150418731	-	NM_011067	Per3	21
chr4	150421413	150432062	-	NM_009498	Vamp3	5
chr4	150433631	151235877	-	NM_001081557	Camta1	24
chr4	151307828	151356068	+	NM_172704	Dnajc11	16
chr4	151356746	151363095	-	NM_175152	Thap3	4
chr4	151363739	151370288	-	NM_172705	Phf13	4
chr4	151382999	151391786	+	NM_001033352	Klhl21	4
chr4	151393884	151401780	-	NM_133879	Zbtb48	11
chr4	151402022	151412599	-	NM_031867	Tas1r1	6
chr4	151413435	151435603	+	NM_028727	Nol9	12
chr4	151470827	151489509	+	NM_001004156	Plekhg5	20
chr4	151490451	151494220	+	NM_033042	Tnfrsf25	7
chr4	151494984	151526316	-	NM_207687	Espn	16
chr4	151532975	151536578	+	NM_008236	Hes2	5
chr4	151552208	151645964	+	NM_133348	Acot7	9
chr4	151648470	151659446	+	NM_178406	Gpr153	6
chr4	151660080	151665771	-	NM_008237	Hes3	5
chr4	151671322	151681235	+	NM_133788	Icmt	5
chr4	151681131	151692734	-	NM_001033489	Rnf207	17
chr4	151699986	151708180	+	NM_009079	Rpl22	4
chr4	151712759	151764303	+	NM_001081376	Chd5	42
chr4	151764848	151851658	-	NM_010598	Kcnab2	16
chr4	151852250	151937293	+	NM_153424	Nphp4	30
chr4	152071648	152075031	+	NR_033138	Gm833	3
chr4	152747329	152856939	-	NM_001099299	Ajap1	6
chr4	153322563	153324585	-	NR_040670	BC039966	3
chr4	153331345	153336033	+	NM_175287	A430005L14Rik	4
chr4	153338557	153349190	-	NM_007859	Dffb	7
chr4	153349669	153381334	+	NM_177673	BC046331	22
